41.375810,2.150365
41.376333,2.151134
41.376712,2.151612
41.377044,2.152135
41.377502,2.152487
41.377725,2.152930
41.377978,2.153285
41.378171,2.153464
41.378596,2.154030
41.378948,2.154523
41.379264,2.154956
41.379724,2.155666
41.380356,2.156436
41.381069,2.157350
41.381999,2.158722
41.382766,2.159757
41.383416,2.160659
41.384030,2.161260
41.384355,2.161645
41.385167,2.162716
41.385573,2.163125
41.386187,2.162319
41.386674,2.161635
41.387178,2.160980
41.387727,2.160198
41.388072,2.159747
41.388448,2.159296
41.388780,2.158862
41.389182,2.158360
41.389578,2.157833
41.389929,2.157237
41.390490,2.156650
41.390561,2.155953
41.390293,2.155596
41.389779,2.154952
41.389419,2.154480
41.389237,2.153965
41.389634,2.153514
41.389977,2.153142
